Category,Subcategory,Article,Languages,Last Updated
Material,Element,Rhenium,141 Wikipedias,2025/02/10
Material,Element,Rhodium,141 Wikipedias,2025/02/10
Material,Element,Ruthenium,141 Wikipedias,2025/02/10
Material,Element,Tantalum,141 Wikipedias,2025/02/10
Material,Element,Yttrium,141 Wikipedias,2025/02/10
Material,Element,Zirconium,141 Wikipedias,2025/02/10
Other,Astronomy,Solar eclipse,141 Wikipedias,2025/02/19
Other,Language,Germanic languages,141 Wikipedias,2024/12/10
Other,Language,Macedonian language,141 Wikipedias,2024/11/28
Other,Language,Vietnamese language,141 Wikipedias,2024/11/28
Other,Other,September 11 attacks,141 Wikipedias,2024/12/16
Other,Religion,Shinto,141 Wikipedias,2024/12/16
Other,Sports,Cricket,141 Wikipedias,2024/12/16
Other,War,Vietnam War,141 Wikipedias,2024/12/05
Person,Film,Steven Spielberg,141 Wikipedias,2024/11/28
Person,Music,Taylor Swift,141 Wikipedias,2024/12/05
Person,Politics (current),Noam Chomsky,141 Wikipedias,2024/12/16
Person,Politics (current),Recep Tayyip Erdoğan,141 Wikipedias,2024/12/10
Person,Science,Niels Bohr,141 Wikipedias,2024/12/16
Person,Sports,Diego Maradona,141 Wikipedias,2024/12/16
Person,Writing,Herodotus,141 Wikipedias,2024/12/11
Place,City,Malabo,141 Wikipedias,2025/02/18
Place,City,Rotterdam,141 Wikipedias,2025/01/24
Material,Element,Indium,140 Wikipedias,2025/02/10
Material,Element,Lanthanum,140 Wikipedias,2025/02/10
Material,Element,Thallium,140 Wikipedias,2025/02/10
Material,Element,Thorium,140 Wikipedias,2025/02/10
Other,Letter,Q,140 Wikipedias,2024/12/23
Other,Letter,Y,140 Wikipedias,2024/12/23
Other,Metrics,Angle,140 Wikipedias,2025/01/08
Other,Metrics,Matter,140 Wikipedias,2025/01/04
Other,Organism,Duck,140 Wikipedias,2025/04/02
Other,Organism,Giant panda,140 Wikipedias,2024/12/27
Other,Organism,Rhinoceros,140 Wikipedias,2024/12/27
Person,Politics (pre-1900),Saladin,140 Wikipedias,2025/02/09
Person,Politics (recent),Muammar Gaddafi,140 Wikipedias,2024/12/11
Person,Science,James Watt,140 Wikipedias,2024/12/16
Place,Region,French Polynesia,140 Wikipedias,2024/12/13
Place,Water,Great Lakes,140 Wikipedias,2024/12/14
Other,Food,Fig,139 Wikipedias,2025/04/02
Other,Language,Malay language,139 Wikipedias,2024/12/15
Other,Letter,V,139 Wikipedias,2024/12/23
Other,Letter,X,139 Wikipedias,2024/12/23
Other,Metrics,Acceleration,139 Wikipedias,2025/01/03
Other,Metrics,Minute,139 Wikipedias,2025/01/08
Other,Organism,Oak,139 Wikipedias,2025/02/27
Other,Organization,International Monetary Fund,139 Wikipedias,2024/12/12
Other,Other,Sand,139 Wikipedias,2025/02/19
Other,Science,Neutron,139 Wikipedias,2025/01/03
Person,Music,Louis Armstrong,139 Wikipedias,2024/12/16
Person,Philosophy,Albert Camus,139 Wikipedias,2024/12/16
Person,Politics (1900s),Kim Il Sung,139 Wikipedias,2025/01/13
Person,Politics (recent),Hillary Clinton,139 Wikipedias,2025/02/09
Person,Politics (recent),Hugo Chávez,139 Wikipedias,2025/01/13
Person,Writing,Geoffrey Chaucer,139 Wikipedias,2024/11/28
Business,Other,Toyota,138 Wikipedias,2025/01/03
Material,Element,Europium,138 Wikipedias,2025/02/10
Other,Other,Carbon dioxide,138 Wikipedias,2025/02/19
Other,Other,Japanese yen,138 Wikipedias,2024/12/15
Other,Other,Titanic,138 Wikipedias,2024/12/10
Person,Film,Angelina Jolie,138 Wikipedias,2024/11/28
Person,Music,John Lennon,138 Wikipedias,2024/11/28
Person,Painting,Andy Warhol,138 Wikipedias,2024/12/11
Person,Politics (current),Kim Jong Un,138 Wikipedias,2025/01/13
Person,Sports,Neymar,138 Wikipedias,2024/12/16
Place,Country (former),Russian Empire,138 Wikipedias,2024/12/10
Field,Writing,Writing,137 Wikipedias,2024/12/11
Field,Writing,Writing system,137 Wikipedias,2025/02/19
Material,Element,Rutherfordium,137 Wikipedias,2025/02/10
Other,Building,Statue of Liberty,137 Wikipedias,2024/12/15
Other,Color,Orange (colour),137 Wikipedias,2024/12/15
Other,Metrics,Litre,137 Wikipedias,2025/01/08
Other,Other,Soil,137 Wikipedias,2025/02/19
Person,Music,Celine Dion,137 Wikipedias,2024/11/28
Person,Politics (recent),Dmitry Medvedev,137 Wikipedias,2025/02/05
Person,Sports,Muhammad Ali,137 Wikipedias,2024/11/28
Person,Sports,Roger Federer,137 Wikipedias,2024/11/28
Person,US President,Andrew Jackson,137 Wikipedias,2025/01/24
Person,US President,James Madison,137 Wikipedias,2025/01/24
Person,US President,James Monroe,137 Wikipedias,2025/01/24
Person,Writing,Jane Austen,137 Wikipedias,2024/11/28
Person,Writing,Marcel Proust,137 Wikipedias,2024/12/11
Place,City,Maseru,137 Wikipedias,2025/02/18
Place,Organization,Arab League,137 Wikipedias,2024/12/12
Business,Other,Coca-Cola,136 Wikipedias,2025/02/12
Field,Other,Sculpture,136 Wikipedias,2024/12/14
Other,Building,Colosseum,136 Wikipedias,2024/12/15
Other,Organism,Hippopotamus,136 Wikipedias,2024/12/27
Other,Organism,Penguin,136 Wikipedias,2025/01/31
Other,Organism,Primate,136 Wikipedias,2025/03/01
Other,Other,Android (operating system),136 Wikipedias,2025/01/08
Other,Other,Tax,136 Wikipedias,2024/12/10
Other,Politics,Dictatorship,136 Wikipedias,2025/02/15
Person,Philosophy,Georg Wilhelm Friedrich Hegel,136 Wikipedias,2025/02/15
Person,Politics (1900s),Leon Trotsky,136 Wikipedias,2025/02/19
Person,Politics (pre-1900),Louis XIV,136 Wikipedias,2025/02/09
Person,Science,Blaise Pascal,136 Wikipedias,2024/12/16
Person,Science,Ernest Rutherford,136 Wikipedias,2024/12/16
Person,Science,Wilhelm Röntgen,136 Wikipedias,2024/12/16
Person,US President,John Quincy Adams,136 Wikipedias,2025/01/24
Place,Country,Transnistria,136 Wikipedias,2024/12/13
Place,Water,Great Barrier Reef,136 Wikipedias,2024/12/14
Place,Water,Lake Tanganyika,136 Wikipedias,2024/12/14
Field,Film,Anime,135 Wikipedias,2024/12/10
Field,Writing,Comics,135 Wikipedias,2024/12/10
Material,Element,Americium,135 Wikipedias,2025/02/10
Material,Element,Cerium,135 Wikipedias,2025/02/10
Material,Element,Hassium,135 Wikipedias,2025/02/10
Material,Element,Protactinium,135 Wikipedias,2025/02/10
Material,Element,Seaborgium,135 Wikipedias,2025/02/10
Other,Food,Pear,135 Wikipedias,2025/04/02
Other,Organism,Arthropod,135 Wikipedias,2024/12/27
Other,Other,Age of Enlightenment,135 Wikipedias,2025/02/05
Other,Religion,Baháʼí Faith,135 Wikipedias,2024/12/16
Other,Sports,Baseball,135 Wikipedias,2024/12/16
Person,Music,Franz Schubert,135 Wikipedias,2024/11/28
Person,Politics (pre-1900),Benjamin Franklin,135 Wikipedias,2024/12/06
Person,Sports,Novak Djokovic,135 Wikipedias,2024/11/28
Person,US President,Ulysses S. Grant,135 Wikipedias,2025/01/24
Place,Country,Somaliland,135 Wikipedias,2024/12/13
Place,Region,Easter Island,135 Wikipedias,2024/12/12
Place,Water,Aegean Sea,135 Wikipedias,2024/12/14
Art,Organization,Academy Awards,134 Wikipedias,2024/12/15
Material,Element,Californium,134 Wikipedias,2025/02/10
Material,Element,Lutetium,134 Wikipedias,2025/02/10
Material,Element,Promethium,134 Wikipedias,2025/02/10
Material,Element,Samarium,134 Wikipedias,2025/02/10
Other,Astronomy,Telescope,134 Wikipedias,2025/02/19
Other,Food,Ice cream,134 Wikipedias,2025/02/11
Other,Language,Yiddish,134 Wikipedias,2024/12/15
Other,Organism,House sparrow,134 Wikipedias,2025/03/01
Other,Organization,World Bank,134 Wikipedias,2024/12/12
Person,Business,Mark Zuckerberg,134 Wikipedias,2024/12/06
Person,Film,Scarlett Johansson,134 Wikipedias,2024/12/06
Person,Sports,Rafael Nadal,134 Wikipedias,2024/11/28
Person,Writing,Ovid,134 Wikipedias,2024/12/11
Art,Writing,Harry Potter,133 Wikipedias,2024/12/10
Art,Writing,One Thousand and One Nights,133 Wikipedias,2024/12/11
Material,Element,Dubnium,133 Wikipedias,2025/02/10
Material,Element,Einsteinium,133 Wikipedias,2025/02/10
Material,Element,Gadolinium,133 Wikipedias,2025/02/10
Material,Element,Neodymium,133 Wikipedias,2025/02/10
Material,Element,Praseodymium,133 Wikipedias,2025/02/10
Other,Language,Maltese language,133 Wikipedias,2024/12/15
Other,Organization,OPEC,133 Wikipedias,2024/12/12
Other,Other,Organ (biology),133 Wikipedias,2024/12/10
Person,Film,Marlon Brando,133 Wikipedias,2024/11/28
Person,Music,Rihanna,133 Wikipedias,2024/11/28
Person,Politics (1900s),Boris Yeltsin,133 Wikipedias,2025/01/13
Person,Politics (1900s),Hirohito,133 Wikipedias,2025/02/10
Place,Water,Persian Gulf,133 Wikipedias,2024/12/14
Material,Element,Berkelium,132 Wikipedias,2025/02/10
Material,Element,Bohrium,132 Wikipedias,2025/02/10
Material,Element,Curium,132 Wikipedias,2025/02/10
Material,Element,Fermium,132 Wikipedias,2025/02/10
Material,Element,Meitnerium,132 Wikipedias,2025/02/10
Material,Element,Nobelium,132 Wikipedias,2025/02/10
Other,Language,Galician language,132 Wikipedias,2024/12/10
Other,Metrics,Measurement,132 Wikipedias,2024/12/10
Other,Metrics,Velocity,132 Wikipedias,2025/01/03
Other,Organism,Swan,132 Wikipedias,2025/01/31
Other,Other,Minecraft,132 Wikipedias,2024/11/28
Other,Science,Speed of light,132 Wikipedias,2025/01/03
Other,Sports,Boxing,132 Wikipedias,2024/11/28
Person,Economics,John Maynard Keynes,132 Wikipedias,2024/12/06
Person,Film,Robin Williams,132 Wikipedias,2024/12/06
Person,Music,Bob Marley,132 Wikipedias,2025/02/05
Person,Music,Igor Stravinsky,132 Wikipedias,2025/01/08
Person,Politics (pre-1900),Constantine the Great,132 Wikipedias,2024/12/05
Person,US President,Calvin Coolidge,132 Wikipedias,2025/02/05
Place,Astronomy,Ceres (dwarf planet),132 Wikipedias,2024/12/11
Place,Country (former),Austria-Hungary,132 Wikipedias,2024/12/10
Field,Other,Social science,131 Wikipedias,2024/12/14
Material,Element,Dysprosium,131 Wikipedias,2025/02/10
Material,Element,Mendelevium,131 Wikipedias,2025/02/10
Other,Language,Pashto,131 Wikipedias,2024/11/28
Other,Language,Telugu language,131 Wikipedias,2024/11/28
Other,Other,Atmosphere of Earth,131 Wikipedias,2025/02/19
Person,Film,Leonardo DiCaprio,131 Wikipedias,2024/12/06
Person,Music,George Frideric Handel,131 Wikipedias,2024/11/28
Person,Politics (1900s),Georges Pompidou,131 Wikipedias,2025/02/05
Person,Politics (pre-1900),Umar,131 Wikipedias,2024/12/05
Person,Science,James Clerk Maxwell,131 Wikipedias,2024/12/05
Person,US President,Martin van Buren,131 Wikipedias,2025/01/24
Place,Country (former),Qing Dynasty,131 Wikipedias,2024/12/12
Art,Painting,Mona Lisa,130 Wikipedias,2024/12/05
Group,Sports,Real Madrid CF,130 Wikipedias,2025/01/13
Material,Element,Erbium,130 Wikipedias,2025/02/10
Material,Element,Lawrencium,130 Wikipedias,2025/02/10
Material,Element,Roentgenium,130 Wikipedias,2025/02/10
Material,Element,Terbium,130 Wikipedias,2025/02/10
Material,Element,Ytterbium,130 Wikipedias,2025/02/10
Other,Food,Carrot,130 Wikipedias,2025/04/02
Other,Language,Kurdish language,130 Wikipedias,2024/11/28
Other,Other,Mirror,130 Wikipedias,2025/02/19
Other,Religion,Zeus,130 Wikipedias,2024/12/11
Person,Politics (pre-1900),Cicero,130 Wikipedias,2024/12/05
Person,Politics (recent),Jacques Chirac,130 Wikipedias,2025/02/05
Person,US President,Andrew Johnson,130 Wikipedias,2025/01/24
Person,US President,Herbert Hoover,130 Wikipedias,2025/02/05
Person,US President,William Howard Taft,130 Wikipedias,2025/02/05
Place,Continent,Australia (continent),130 Wikipedias,2024/12/05
Group,Sports,Manchester United F.C.,129 Wikipedias,2025/01/13
Material,Element,Darmstadtium,129 Wikipedias,2025/02/10
Material,Element,Holmium,129 Wikipedias,2025/02/10
Other,Building,White House,129 Wikipedias,2024/12/15
Other,Language,Mongolian language,129 Wikipedias,2024/11/28
Other,Organism,Brown bear,129 Wikipedias,2024/12/27
Other,Organism,Common sunflower,129 Wikipedias,2025/03/01
Other,Organization,University of Oxford,129 Wikipedias,2024/12/15
Other,Other,Bitcoin,129 Wikipedias,2024/12/05
Person,Film,Bradley Cooper,129 Wikipedias,2024/12/06
Person,Music,Johannes Brahms,129 Wikipedias,2024/11/28
Person,US President,James Buchanan,129 Wikipedias,2025/01/24
Person,US President,James K. Polk,129 Wikipedias,2025/01/24
Person,US President,John Tyler,129 Wikipedias,2025/01/24
Person,US President,Zachary Taylor,129 Wikipedias,2025/01/24
Group,Sports,FC Barcelona,128 Wikipedias,2025/01/13
Material,Element,Oganesson,128 Wikipedias,2025/02/10
Material,Other,Bronze,128 Wikipedias,2025/02/10
Other,Building,Angkor Wat,128 Wikipedias,2024/12/15
Other,Language,Punjabi language,128 Wikipedias,2024/11/28
Other,Metrics,Electric current,128 Wikipedias,2025/01/08
Other,Metrics,Kelvin,128 Wikipedias,2025/01/08
Other,Organization,Harvard University,128 Wikipedias,2024/12/15
Other,Other,Coal,128 Wikipedias,2025/02/19
Other,Other,Nuclear weapon,128 Wikipedias,2024/12/15
Person,Film,Brad Pitt,128 Wikipedias,2024/11/28
Person,Painting,Claude Monet,128 Wikipedias,2024/12/11
Person,US President,Grover Cleveland,128 Wikipedias,2025/01/24
Person,US President,William Henry Harrison,128 Wikipedias,2025/01/24
Place,City,Bloemfontein,128 Wikipedias,2025/01/31
Material,Element,Copernicium,127 Wikipedias,2025/02/10
Material,Element,Thulium,127 Wikipedias,2025/02/10
Other,Building,Burj Khalifa,127 Wikipedias,2024/12/15
Other,Language,Ancient Greek,127 Wikipedias,2024/12/15
Other,Language,Luxembourgish,127 Wikipedias,2024/11/25
Other,Language,Nepali language,127 Wikipedias,2024/11/28
Other,Organism,Gorilla,127 Wikipedias,2025/01/31
Other,Other,Hammer,127 Wikipedias,2025/02/19
Other,Sports,Judo,127 Wikipedias,2024/11/28
Person,Politics (1900s),Ferdinand Marcos,127 Wikipedias,2025/02/05
Person,Religion,Cyrus the Great,127 Wikipedias,2024/12/05
Person,Religion,Saint Peter,127 Wikipedias,2024/12/05
Person,Science,Alexander Graham Bell,127 Wikipedias,2024/12/16
Person,US President,Franklin Pierce,127 Wikipedias,2025/01/24
Person,US President,James A. Garfield,127 Wikipedias,2025/01/24
Person,US President,Millard Fillmore,127 Wikipedias,2025/02/05
Person,Writing,Oscar Wilde,127 Wikipedias,2024/12/16
Place,Region,Tokelau,127 Wikipedias,2024/12/14
Place,Water,Arabian Sea,127 Wikipedias,2024/12/14
Place,Water,Aral Sea,127 Wikipedias,2024/12/14
Art,Film,SpongeBob SquarePants,126 Wikipedias,2024/12/27
Business,Website,Netflix,126 Wikipedias,2025/01/03
Other,Building,Hagia Sophia,126 Wikipedias,2024/12/15
Other,Color,Grey,126 Wikipedias,2024/12/15
Other,Language,Breton language,126 Wikipedias,2024/12/10
Other,Language,Kannada,126 Wikipedias,2024/12/15
Other,Language,Kyrgyz language,126 Wikipedias,2024/11/28
Other,Language,Scottish Gaelic,126 Wikipedias,2024/11/28
Other,Organism,Hyena,126 Wikipedias,2025/03/01
Other,Sports,Golf,126 Wikipedias,2024/11/28
Person,Film,Bruce Lee,126 Wikipedias,2024/11/28
Person,Politics (1900s),Ho Chi Minh,126 Wikipedias,2025/01/13
Person,Politics (recent),Boris Johnson,126 Wikipedias,2025/02/05
Person,Politics (recent),Malala Yousafzai,126 Wikipedias,2025/02/19
Person,US President,Warren G. Harding,126 Wikipedias,2025/02/05
Place,Country (former),Ming Dynasty,126 Wikipedias,2024/12/12
Place,Country (former),Mongol Empire,126 Wikipedias,2024/12/10
Place,Water,South China Sea,126 Wikipedias,2024/12/14
Group,Sports,Coritiba Foot Ball Club,125 Wikipedias,2024/12/10
Material,Element,Moscovium,125 Wikipedias,2025/02/10
Material,Element,Nihonium,125 Wikipedias,2025/02/10
Material,Other,Brick,125 Wikipedias,2025/02/19
Other,Food,Pomegranate,125 Wikipedias,2025/04/02
Other,Language,Interlingua,125 Wikipedias,2024/11/25
Other,Metrics,Kilometre,125 Wikipedias,2025/01/08
Other,Number,100,125 Wikipedias,2024/12/29
Other,Number,11 (number),125 Wikipedias,2024/12/29
Other,Organism,Archaea,125 Wikipedias,2025/04/02
Other,Sports,Rugby football,125 Wikipedias,2024/12/16
Other,War,Korean War,125 Wikipedias,2024/12/05
Person,Economics,Friedrich Engels,125 Wikipedias,2024/12/16
Person,Film,Judy Garland,125 Wikipedias,2024/11/28
Person,Film,Sean Connery,125 Wikipedias,2024/11/28
Person,Politics (current),Luiz Inácio Lula da Silva,125 Wikipedias,2024/12/11
Person,Politics (recent),Rishi Sunak,125 Wikipedias,2024/12/10
Person,Science,Bertrand Russell,125 Wikipedias,2024/12/16
Place,Country (former),Maya civilization,125 Wikipedias,2024/12/12
Art,Writing,Don Quixote,124 Wikipedias,2024/12/10
Art,Writing,Odyssey,124 Wikipedias,2024/12/11
Group,Music,The Rolling Stones,124 Wikipedias,2024/11/28
Material,Element,Flerovium,124 Wikipedias,2025/02/10
Material,Element,Livermorium,124 Wikipedias,2025/02/10
Other,Building,Parthenon,124 Wikipedias,2024/12/15
Other,Language,Bosnian language,124 Wikipedias,2024/11/28
Other,Language,Tatar language,124 Wikipedias,2024/11/25
Other,Number,12 (number),124 Wikipedias,2024/12/29
Other,Organization,International Court of Justice,124 Wikipedias,2024/12/12
Other,Organization,International Red Cross and Red Crescent Movement,124 Wikipedias,2024/12/12
Other,Other,Black Death,124 Wikipedias,2024/12/27
Person,Music,Paul McCartney,124 Wikipedias,2024/11/28
Person,Politics (1900s),Nikita Khrushchev,124 Wikipedias,2025/01/13
Person,Politics (current),Benjamin Netanyahu,124 Wikipedias,2024/12/11
Person,US President,Benjamin Harrison,124 Wikipedias,2025/02/05
Place,Country (former),Inca Empire,124 Wikipedias,2024/12/12
Place,Country (former),Sumer,124 Wikipedias,2024/12/12
Place,Region,Jersey,124 Wikipedias,2024/12/14
Business,Other,BBC,123 Wikipedias,2025/01/03
Field,Film,Animation,123 Wikipedias,2024/12/10
Other,Building,Machu Picchu,123 Wikipedias,2024/12/15
Other,Color,Brown,123 Wikipedias,2024/12/25
Other,Language,Faroese language,123 Wikipedias,2024/11/25
Other,Language,Ido,123 Wikipedias,2024/11/25
Other,Language,Marathi language,123 Wikipedias,2024/11/28
Other,Metrics,Frequency,123 Wikipedias,2025/01/08
Other,Organism,Common raven,123 Wikipedias,2025/01/31
Other,Organization,University of Cambridge,123 Wikipedias,2024/12/15
Other,Other,Romani people,123 Wikipedias,2024/12/10
Other,Other,Romanticism,123 Wikipedias,2025/02/05
Other,Politics,Parliament,123 Wikipedias,2025/02/15
Other,Sports,2018 FIFA World Cup,123 Wikipedias,2025/01/13
Other,War,Thirty Years' War,123 Wikipedias,2024/12/16
Person,Film,Robert De Niro,123 Wikipedias,2024/11/28
Person,Music,Avril Lavigne,123 Wikipedias,2025/01/17
Person,Politics (recent),David Cameron,123 Wikipedias,2025/02/05
Person,Writing,Jules Verne,123 Wikipedias,2024/11/28
Place,Country (former),Prussia,123 Wikipedias,2024/12/10
Other,Language,Romansh language,122 Wikipedias,2024/11/28
Other,Sports,Badminton,122 Wikipedias,2024/11/28
Person,Film,Al Pacino,122 Wikipedias,2024/11/28
Person,Film,Chris Pratt,122 Wikipedias,2024/12/06
Person,Film,Steven Seagal,122 Wikipedias,2024/11/28
Person,Music,Giacomo Puccini,122 Wikipedias,2025/02/05
Person,Politics (1900s),Chiang Kai-shek,122 Wikipedias,2025/02/05
Person,Politics (recent),Jair Bolsonaro,122 Wikipedias,2025/02/05
Person,Politics (recent),Theresa May,122 Wikipedias,2025/02/05
Person,Religion,Zoroaster,122 Wikipedias,2024/12/05
Person,US President,Chester A. Arthur,122 Wikipedias,2025/01/24
Person,US President,Rutherford B. Hayes,122 Wikipedias,2025/01/24
Person,US President,William McKinley,122 Wikipedias,2025/01/24
Place,Country (former),Han Dynasty,122 Wikipedias,2024/12/12
Place,Mountain,Mount Fuji,122 Wikipedias,2024/12/10
Place,Water,Niagara Falls,122 Wikipedias,2024/12/14
Place,Water,Sea of Azov,122 Wikipedias,2024/12/14
Place,Water,Sea of Japan,122 Wikipedias,2024/12/14
Other,Building,Kaaba,121 Wikipedias,2024/12/15
Other,Color,X-ray,121 Wikipedias,2025/01/08
Other,Number,13 (number),121 Wikipedias,2024/12/29
Other,Other,Dragon,121 Wikipedias,2024/12/11
Other,Other,Oil,121 Wikipedias,2025/02/19
Other,Other,Pharaoh,121 Wikipedias,2024/12/15
Other,Other,Rectangle,121 Wikipedias,2025/02/18
Other,Religion,Greek mythology,121 Wikipedias,2024/12/11
Other,Science,Isotope,121 Wikipedias,2025/02/10
Person,Film,Arnold Schwarzenegger,121 Wikipedias,2024/11/28
Person,Film,Tom Hanks,121 Wikipedias,2024/11/28
Person,Music,Britney Spears,121 Wikipedias,2024/11/28
Person,Music,Jim Morrison,121 Wikipedias,2025/01/04
Person,Philosophy,Ludwig Wittgenstein,121 Wikipedias,2025/02/19
Person,Science,Hippocrates,121 Wikipedias,2024/12/16
Place,Organization,Commonwealth of Independent States,121 Wikipedias,2024/12/12
Art,Film,Game of Thrones,120 Wikipedias,2024/12/14
Business,Other,The Walt Disney Company,120 Wikipedias,2025/01/03
Field,Writing,Manga,120 Wikipedias,2024/12/10
Group,Sports,Liverpool F.C.,120 Wikipedias,2025/01/13
Other,Language,Uzbek language,120 Wikipedias,2024/11/28
Other,Metrics,Density,120 Wikipedias,2025/01/08
Other,Metrics,Length,120 Wikipedias,2024/12/10
Other,Metrics,Volume,120 Wikipedias,2025/01/08
Other,Organism,Moose,120 Wikipedias,2025/01/31
Other,Other,Nobel Peace Prize,120 Wikipedias,2025/01/04
Other,Sports,2022 FIFA World Cup,120 Wikipedias,2025/01/13
Other,Sports,Swimming,120 Wikipedias,2024/12/16
Person,Politics (1900s),Robert Mugabe,120 Wikipedias,2025/01/17
Person,Politics (recent),Tony Blair,120 Wikipedias,2025/02/05
Person,Religion,Ali,120 Wikipedias,2024/12/05
Person,Writing,Arthur Conan Doyle,120 Wikipedias,2024/12/16
Person,Writing,Rudyard Kipling,120 Wikipedias,2024/12/16
Place,Country (former),Republic of Artsakh,120 Wikipedias,2024/12/12
Business,Website,WhatsApp,119 Wikipedias,2025/01/03
Material,Element,Tennessine,119 Wikipedias,2025/02/10
Other,Astronomy,Lunar eclipse,119 Wikipedias,2025/02/19
Other,Color,Infrared,119 Wikipedias,2025/01/08
Other,Language,Amharic,119 Wikipedias,2024/11/28
Other,Language,Bashkir language,119 Wikipedias,2024/11/25
Other,Sports,Hunting,119 Wikipedias,2024/12/16
Other,Sports,Karate,119 Wikipedias,2024/11/28
Other,War,Hundred Years' War,119 Wikipedias,2024/12/05
Person,Exploration,Edmund Hillary,119 Wikipedias,2024/12/16
Person,Film,Johnny Depp,119 Wikipedias,2024/12/06
Person,Music,Whitney Houston,119 Wikipedias,2024/11/28
Person,Politics (pre-1900),Catherine the Great,119 Wikipedias,2025/02/05
Person,Science,James Prescott Joule,119 Wikipedias,2025/02/09
Person,Sports,Usain Bolt,119 Wikipedias,2024/11/28
Place,City,"Albuquerque, New Mexico",119 Wikipedias,2024/12/12
Place,Mountain,Mount Vesuvius,119 Wikipedias,2024/12/12
Place,Water,Bay of Bengal,119 Wikipedias,2024/12/14
Place,Water,Gulf of Mexico,119 Wikipedias,2024/12/14
Place,Water,Lake Titicaca,119 Wikipedias,2024/12/14
Business,Sports,UEFA Champions League,118 Wikipedias,2024/12/10
Field,Other,Metallurgy,118 Wikipedias,2024/12/14
Group,Sports,Chelsea F.C.,118 Wikipedias,2025/01/13
Group,Sports,Juventus FC,118 Wikipedias,2025/01/13
Other,Building,Saint Peter's Basilica,118 Wikipedias,2024/12/15
Other,Language,Aramaic,118 Wikipedias,2024/11/28
Other,Language,Celtic languages,118 Wikipedias,2024/12/10
Other,Language,Malayalam,118 Wikipedias,2024/12/15
Other,Language,Silesian language,118 Wikipedias,2024/11/25
Other,Organism,Common blackbird,118 Wikipedias,2025/01/31
Other,Other,Great Depression,118 Wikipedias,2025/03/19
Person,Politics (current),Bernie Sanders,118 Wikipedias,2024/12/10
Person,Religion,14th Dalai Lama,118 Wikipedias,2024/12/06
Person,Science,Ptolemy,118 Wikipedias,2024/12/16
Person,Writing,Aleksandr Solzhenitsyn,118 Wikipedias,2024/11/28
Place,City,Brussels,118 Wikipedias,2024/12/12
Place,Water,Bosporus,118 Wikipedias,2024/12/10
Place,Water,River Thames,118 Wikipedias,2024/12/14
Group,Music,Metallica,117 Wikipedias,2024/12/15
Group,Sports,Arsenal F.C.,117 Wikipedias,2025/01/13
Other,Building,Great Pyramid of Giza,117 Wikipedias,2024/12/15
Other,Color,Ultraviolet,117 Wikipedias,2025/01/08
Other,Language,Gujarati language,117 Wikipedias,2024/12/15
Other,Language,Tajik language,117 Wikipedias,2024/12/10
Other,Language,Zaza language,117 Wikipedias,2024/11/25
Other,Metrics,Ampere,117 Wikipedias,2025/01/08
Other,Metrics,Electric charge,117 Wikipedias,2025/01/08
Other,Other,Nuclear power,117 Wikipedias,2025/02/19
Other,Other,Salt (chemistry),117 Wikipedias,2025/02/19
Person,Politics (current),Greta Thunberg,117 Wikipedias,2024/12/10
Person,Science,Guglielmo Marconi,117 Wikipedias,2024/12/16
Person,Sports,Zinedine Zidane,117 Wikipedias,2024/12/16
Person,Writing,George Bernard Shaw,117 Wikipedias,2025/02/19
Place,Astronomy,Eris (dwarf planet),117 Wikipedias,2024/12/12
Place,Country (former),Abbasid Caliphate,117 Wikipedias,2024/12/12
Place,Water,English Channel,117 Wikipedias,2024/12/14
Art,Film,Titanic (1997 film),116 Wikipedias,2024/12/10
Business,Other,McDonald's,116 Wikipedias,2025/01/03
Business,Other,Samsung,116 Wikipedias,2025/01/03
Business,Other,Volkswagen,116 Wikipedias,2025/01/03
Other,Building,Stonehenge,116 Wikipedias,2024/12/15
Other,Color,Pink,116 Wikipedias,2024/12/15
Other,Language,Abkhaz language,116 Wikipedias,2024/11/28
Other,Language,Javanese language,116 Wikipedias,2024/12/15
Other,Language,Māori language,116 Wikipedias,2024/12/10
Other,Organism,Cactus,116 Wikipedias,2025/01/31
Other,Organism,Orangutan,116 Wikipedias,2025/03/01
Other,Organism,Passerine,116 Wikipedias,2025/03/01
Other,Organism,Protist,116 Wikipedias,2024/12/27
Other,Organization,Central Intelligence Agency,116 Wikipedias,2024/12/12
Other,Other,Gasoline,116 Wikipedias,2025/02/19
Other,Other,Methane,116 Wikipedias,2025/02/19
Other,Other,Neolithic,116 Wikipedias,2025/03/19
Other,Other,Nobel Prize in Literature,116 Wikipedias,2025/01/04
Other,Religion,Hell,116 Wikipedias,2024/12/15
Person,Film,Andrew Garfield,116 Wikipedias,2024/12/06
Person,Philosophy,Baruch Spinoza,116 Wikipedias,2024/12/16
Person,Politics (recent),Akihito,116 Wikipedias,2025/02/10
Person,Politics (recent),Kim Jong Il,116 Wikipedias,2025/01/13
Person,Science,Florence Nightingale,116 Wikipedias,2024/12/16
Person,Science,Francis Bacon,116 Wikipedias,2025/02/09
Person,Writing,Isaac Asimov,116 Wikipedias,2024/11/28
Place,Country,Sahrawi Arab Democratic Republic,116 Wikipedias,2024/12/13
Place,Country (former),Tang Dynasty,116 Wikipedias,2024/12/12
Art,Writing,The Lord of the Rings,115 Wikipedias,2025/01/03
